,nonregistered_cd_l,non_registered_landmark_loss_l,registered_cd_l,landmark_loss_l,wall_time_models,displ,side,status,anulus,umbo,malleus_handle,long_process_of_incus,stape
0,6.693687915802002,2.8366591505986642,1.3648680448532104,1.5030997918423747,7.501609802246094,"[[ 5.15436     7.071875   -4.750184  ]
 [ 5.1910343   6.9938526  -4.692609  ]
 [ 5.2145805   7.095047   -4.740103  ]
 ...
 [-0.70007515  5.497013   -1.6024885 ]
 [-0.5887356   5.3889236  -1.5776038 ]
 [-0.8502178   5.6356688  -1.6339722 ]]",left,healthy,0.6572561653492202,0.8250122772055426,0.869268473939525,0.8041246325881274,4.359837410129458
1,6.002737998962402,2.866681026021503,0.9217373728752136,1.3581281843115083,7.346614360809326,"[[ 4.4489307   6.590451   -4.8161707 ]
 [ 4.5090218   6.5507708  -4.755368  ]
 [ 4.524557    6.633998   -4.7872686 ]
 ...
 [-0.7662506   4.469611   -1.5927968 ]
 [-0.64365387  4.3943596  -1.5759106 ]
 [-0.93580437  4.56647    -1.6184378 ]]",right,healthy,0.8038072386186284,0.4406831989825141,0.9238468477739044,0.6270082353515285,3.9952954008309662
2,6.23994255065918,3.335995662219253,0.7067344784736633,1.2580547981428918,7.52983021736145,"[[ 7.740864    6.826855   -4.127923  ]
 [ 7.8020287   6.740841   -4.0084543 ]
 [ 7.8891487   6.826781   -4.021228  ]
 ...
 [-0.6066246   6.210099   -2.3433285 ]
 [-0.49798775  6.1454372  -2.3104796 ]
 [-0.75504875  6.2765503  -2.389408  ]]",left,healthy,0.7147039363970316,0.42981189114709023,0.6327365081716078,0.42609769530431896,4.086923959694411
3,6.6898908615112305,3.0651119809483993,1.485552191734314,1.1870446076488945,8.523865699768066,"[[ 4.9879894   7.350873   -5.3200827 ]
 [ 5.013916    7.285387   -5.253131  ]
 [ 5.01779     7.3807974  -5.2985334 ]
 ...
 [-0.7332306   5.206564   -2.3647394 ]
 [-0.62794876  5.110629   -2.345065  ]
 [-0.8600292   5.332656   -2.395062  ]]",right,healthy,0.5687178348264842,0.2551296059645869,0.7117725864663927,0.617123137028822,3.782479873958187
4,6.285862922668457,2.23875932715823,0.7416877150535583,0.8739492730064711,7.530600547790527,"[[ 4.788267    7.164153   -3.9394283 ]
 [ 4.814295    7.134809   -3.9041233 ]
 [ 4.8216724   7.255233   -3.919693  ]
 ...
 [-1.0175343   4.325205    0.24211216]
 [-0.9184036   4.2719393   0.23666191]
 [-1.1473236   4.3913975   0.2355547 ]]",right,cholesteatoma,1.0870189696060024,0.980489950271573,0.9415562519886364,0.48673192015967237,
5,7.805996417999268,2.044081807393207,0.45814329385757446,0.8913498297109781,7.927753925323486,"[[ 2.9201126   6.2038913  -1.8123369 ]
 [ 2.95743     6.2053943  -1.7651205 ]
 [ 2.9857674   6.296593   -1.7437105 ]
 ...
 [-0.6254082   5.260235    0.9543066 ]
 [-0.55402756  5.186535    0.9411001 ]
 [-0.7253761   5.3405714   0.95338345]]",left,healthy,0.8589615372067152,0.4528000341992452,1.0611463953176936,1.1924913521202583,
6,9.30933666229248,1.964823320511444,0.17341937124729156,1.2032176650322999,7.597083568572998,"[[ 4.799534    2.014823    0.57457066]
 [ 4.7630196   2.0586948   0.593853  ]
 [ 4.8299923   2.1112719   0.58543015]
 ...
 [ 1.5938234   3.3857079  -0.0731163 ]
 [ 1.5940542   3.336196   -0.02923679]
 [ 1.6002026   3.4411774  -0.14144993]]",right,healthy,0.8949286544001815,0.5175201403929038,2.197204200303814,,
7,9.15258502960205,1.5441093520501887,0.5831027626991272,0.6016872035892796,7.365394353866577,"[[ 4.7695656   6.0773106  -5.0849047 ]
 [ 4.8839054   6.0408373  -5.0156126 ]
 [ 4.9274197   6.129117   -5.0526257 ]
 ...
 [ 2.2113037   4.229988   -0.21762085]
 [ 2.3203192   4.1410666  -0.18135595]
 [ 2.0464096   4.343816   -0.28560066]]",left,healthy,0.7319760522684192,0.3229701921230131,0.7501153663764066,,
8,6.805057048797607,2.8335387377656778,1.2404396533966064,1.7239608960096817,7.270621299743652,"[[ 2.7709274  5.685791  -4.7738857]
 [ 2.8181248  5.652267  -4.6985598]
 [ 2.8311005  5.728847  -4.7196817]
 ...
 [-1.2493916  3.1451187 -1.6504793]
 [-1.152071   3.0669594 -1.6353631]
 [-1.3766823  3.2640343 -1.6814351]]",right,healthy,0.7066457519681677,0.41012198900707253,1.7629265548411628,1.141220049370504,4.598890134861502
9,6.4109039306640625,1.9321214081018734,0.5548305511474609,0.6974850961970493,7.25830864906311,"[[ 6.1206284   6.488302   -3.5959492 ]
 [ 6.10462     6.37722    -3.5943432 ]
 [ 6.1192856   6.4434443  -3.6457443 ]
 ...
 [ 0.8393364   4.2151012   0.37224102]
 [ 0.9581299   4.1646624   0.4170637 ]
 [ 0.66796875  4.263111    0.29423332]]",left,healthy,0.7292005549320583,0.43385532178416003,0.9293994118749299,,
10,8.064990043640137,1.811799685349946,0.8585002422332764,0.6606214063024255,7.772075891494751,"[[ 5.521658   6.587381  -5.493285 ]
 [ 5.610241   6.5306168 -5.367826 ]
 [ 5.733259   6.6184387 -5.387706 ]
 ...
 [ 3.7462168  3.5703049 -1.6613922]
 [ 3.8160248  3.4423122 -1.6153431]
 [ 3.6360664  3.7589083 -1.7243881]]",right,healthy,0.8855273946026124,0.4749352814073552,0.6214015428973089,,
11,9.400080680847168,1.7393331765784499,0.23073051869869232,1.9094896206729404,8.495347023010254,"[[ 6.790512   -2.5000772  -2.4413671 ]
 [ 6.732606   -2.4796743  -2.2949038 ]
 [ 6.8035107  -2.4345875  -2.2959766 ]
 ...
 [ 3.571907    6.1136703   0.6389427 ]
 [ 3.5455828   5.996686    0.73804474]
 [ 3.5953398   6.2522945   0.47840118]]",left,cholesteatoma,0.8641995740821473,3.1176287661081794,1.7466405218284944,,
12,5.278226852416992,2.9720121844578893,0.5602507591247559,1.1722368982756954,7.9733147621154785,"[[ 6.49833     7.243748   -4.5366077 ]
 [ 6.5013924   7.2090225  -4.462694  ]
 [ 6.5396786   7.322505   -4.483138  ]
 ...
 [ 0.35847855  6.0528793  -0.6887045 ]
 [ 0.45100784  6.01404    -0.65840435]
 [ 0.22290802  6.094227   -0.7311716 ]]",left,healthy,0.9165060543652046,0.43131474923470914,0.9114053823872227,0.5910213150064988,3.0109369903848426
13,7.957196235656738,1.519969719067438,0.6525391936302185,1.0535834636159418,7.316706895828247,"[[1.7805233  1.1859903  1.7976971 ]
 [1.7647438  1.1774321  1.8458271 ]
 [1.8086205  1.2132196  1.8828793 ]
 ...
 [1.3613873  3.49024    0.49440098]
 [1.359622   3.4711103  0.5568323 ]
 [1.3654737  3.5098553  0.40624237]]",right,reconstruction,1.0535834636159418,,,,
